,US
0,80.0
1,80.0
2,80.0
3,80.0
4,80.0
5,74.88595300079733
6,74.90985807084832
7,71.05228082795017
8,68.26687337464986
9,64.72929274867548
10,64.84195908124521
11,61.84057224784671
12,61.843754464980364
13,58.89652634272484
14,55.95303454351294
15,53.11086582110245
