,AP
0,80.0
1,80.0
2,80.0
3,80.0
4,80.0
5,78.00073843640999
6,78.35230491277117
7,76.36197515989694
8,74.7107045315512
9,72.27128905675359
10,72.39736626547905
11,71.18975170289283
12,70.93155288306923
13,69.29288333059425
14,67.68910563952691
15,66.08559707181445
