,CHN
0,60.0
1,60.0
2,60.0
3,60.0
4,60.0
5,54.95693404519929
6,55.11278902149381
7,52.26764013826867
8,50.29806443858751
9,47.116586942989315
10,46.9074429849267
11,44.811331653540364
12,44.83157488716552
13,42.86113135515773
14,39.903478956916324
15,37.91348030690647
