,AP
0,80.0
1,80.0
2,80.0
3,80.0
4,80.0
5,74.86201989281547
6,75.09404033764623
7,70.92112603254024
8,67.9161782201911
9,64.20551544593644
10,64.10919514559595
11,61.089098786318104
12,61.00144526635301
13,57.85370102079772
14,54.959437051862864
15,51.66395538631038
