,JPN
0,80.0
1,80.0
2,80.0
3,80.0
4,80.0
5,74.85963232578834
6,75.13084587909248
7,71.17105672497647
8,67.92637900552549
9,63.67298881303425
10,63.611933444407285
11,60.70649573608027
12,60.8054064530599
13,57.78940017503885
14,54.854800471695974
15,51.739060753630454
