,LA
0,60.0
1,60.0
2,60.0
3,60.0
4,60.0
5,57.576485424893356
6,57.7153621362633
7,56.1109382498344
8,55.215136219258454
9,53.545399801360624
10,53.864242494465316
11,53.17208942802326
12,53.37347586352468
13,52.01038793468087
14,50.170102357249895
15,49.26179163248132
