,US
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,0.8482748792868309
6,0.7522747086725056
7,0.7005170971677261
8,0.7025918970567223
9,0.6432529304698797
10,0.6416639472966812
11,0.6395371286282808
12,0.6408599649149612
13,0.5822067642653185
14,0.5830069841728577
15,0.5848639422204266
