,LA
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,0.7721843145422943
6,0.6351856935109471
7,0.5714193913238838
8,0.5714124614529322
9,0.4998260374170645
10,0.4957332908052996
11,0.4976947011682868
12,0.49944753730333946
13,0.43102716625261583
14,0.43039119098289835
15,0.43062953456022485
