,CHN
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,0.9285312874626576
6,0.8741291792563405
7,0.8427180522679674
8,0.844576778741814
9,0.8032906873388067
10,0.805639452845516
11,0.8081802471336632
12,0.8066973076770781
13,0.7689813287336567
14,0.7693432336265146
15,0.7688948486627875
