,US
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,0.9293680178500955
6,0.8753916723655992
7,0.8443925996904672
8,0.8427623195964637
9,0.7990854345392716
10,0.794084828488741
11,0.7927294022968024
12,0.7912654088387338
13,0.7526291683152534
14,0.7527501623076793
15,0.7542950391283877
