,AP
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,0.7790654552559383
6,0.6440528446502788
7,0.5793427059063457
8,0.5790182904979553
9,0.5036397010911846
10,0.5074026376603744
11,0.5068638172615468
12,0.5056212694036187
13,0.43504557852060144
14,0.434454976515682
15,0.43455247930814495
