,EU
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,0.8472736036414888
6,0.7423552371263057
7,0.6917158267464402
8,0.6928361413430567
9,0.6344908057594416
10,0.6355985343273639
11,0.6341844629424374
12,0.636496965096388
13,0.5761596906734245
14,0.5717489089182088
15,0.5704056877836929
