,LA
0,0.0
1,0.019999999999999664
2,0.03300915871021816
3,0.04580066904341287
4,0.05934237140711742
5,0.07590533913079607
6,0.08566698800590625
7,0.09399810154269715
8,0.10241786877823063
9,0.11147850367145758
10,0.12227474863341203
11,0.13281638551872327
12,0.1416656149004114
13,0.1417453011778545
14,0.14217524038859375
15,0.14200977799555134
