,JPN
0,0.0
1,0.019999999999999664
2,0.032735235727425704
3,0.044906003126934275
4,0.05768563044249421
5,0.07371404484539337
6,0.08338957946083514
7,0.09170915279587655
8,0.09936888538530629
9,0.10847788461672019
10,0.11791251010994704
11,0.127696103067584
12,0.13735536281513125
13,0.13761591061340683
14,0.13700204201573957
15,0.1364364251506619
