,JPN
0,0.0
1,0.019999999999999664
2,0.058073252026996244
3,0.12426333756157712
4,0.23447056453838547
5,0.4325723517292735
6,0.5910489086013899
7,0.7628322164112474
8,0.9640593069297874
9,1.2175200456250883
10,1.5471861214722396
11,1.9621022034497912
12,2.3631390154980427
13,2.3628494637943627
14,2.364298399442581
15,2.359187376597563
