,JPN
0,0.0
1,0.019999999999999664
2,0.04574956078649212
3,0.07946934165540631
4,0.12692395668216422
5,0.19866071089591056
6,0.24785847941629754
7,0.2972931035299901
8,0.3476925485356993
9,0.41042921384103315
10,0.48447168357172177
11,0.5715169763949993
12,0.6512026304768562
13,0.6517231274705457
14,0.6537652051491236
15,0.652369768269301
