,LA
0,0.0
1,0.019999999999999664
2,0.05884190724771335
3,0.12536859512146298
4,0.23874794372894648
5,0.43952758434403744
6,0.609333647977465
7,0.7910756688425408
8,1.0065009347675191
9,1.2891463954698406
10,1.6452839855430588
11,2.0890840509609876
12,2.5287518919471106
13,2.521552889459378
14,2.534338487915118
15,2.5326482087596545
