,EU
0,0.0
1,0.03499999999999983
2,0.04947488983610731
3,0.07068086476691245
4,0.08507335738682273
5,0.1052860969751774
6,0.11630654008972803
7,0.12657436671540837
8,0.13874423369795763
9,0.15092249413808004
10,0.16479142803061214
11,0.1754301317393722
12,0.1837358138112219
13,0.18322711433165143
14,0.1824827209490766
15,0.1838373939582298
