,AP
0,0.0
1,0.03499999999999983
2,0.07980856470116575
3,0.18111881736908225
4,0.2954368849516258
5,0.5062939187306705
6,0.6586634516942479
7,0.8424687609160599
8,1.075759854105271
9,1.3621979716743529
10,1.733008970756033
11,2.0928315070112933
12,2.423920517865608
13,2.414887145909533
14,2.4248193837541545
15,2.425843100156236
