,CHN
0,0.0
1,0.0
2,0.02599999999999982
3,0.07110591872877926
4,0.12606967299093422
5,0.2713714492801712
6,0.40769247746094733
7,0.5592903012084369
8,0.71908718705273
9,0.9101252263302346
10,1.1591583824807992
11,1.476486591593577
12,1.8642450330434623
13,1.8692991809371513
14,1.8728583110965733
15,1.8633283690425393
