,AP
0,0.0
1,0.03499999999999983
2,0.049685297060748965
3,0.07151443850282624
4,0.0866067740007987
5,0.10696842555010004
6,0.11776533681861653
7,0.1284978065570319
8,0.14052327385475227
9,0.15380104111155843
10,0.16763376305176314
11,0.17999577327467162
12,0.1884362794672822
13,0.1891364671469851
14,0.1896862132368483
15,0.18931437345503202
