,US
0,0.0
1,0.019999999999999664
2,0.0583759645623489
3,0.12439604651324751
4,0.23465426874657017
5,0.43392488507042176
6,0.5970830882882279
7,0.781454822679004
8,0.9932830006962295
9,1.2537970035157326
10,1.588590075482392
11,2.0179192222083584
12,2.419627882700574
13,2.41846204479715
14,2.4153657184623736
15,2.419840408591558
